"","country","year","country_name","income_level","GDP_growth","GDP","GDP_per_capita","urban_population","physician","population_density","elderly_population","unemployment","population","DALY","DALY_per1000ppl","Neonatal","Ischaemic","Stroke","L_respiratory","Diarrhoeal","Road_inj","Pulmonary","Diabetes","Tuberculosis","Congenital","HIV_AIDS"
"15","AGO",2015,"Angola","Lower-middle income",0.939999999,87219300385,3100.830685,63.446,NA,22.56173979,2.546816715,9.583999634,27884,16466.33686,590.529940467652,2964.060597,227.7315874,294.9307572,1928.663386,1397.141709,473.915969,82.32197998,175.2967067,876.0036228,679.1149922,672.6523073
"16","AGO",2019,"Angola","Lower-middle income",-0.699999998,83138735113,2569.691347,66.177,NA,25.95138205,2.575997135,9.480999947,31825,16532.81578,519.49146205813,2881.690287,255.330068,312.4812713,1777.637456,1099.437779,583.0380948,89.37098938,197.4912082,944.2994952,689.4583986,843.8928824
"17","ATG",2000,"Antigua and Barbuda","High income",6.203431254,1069381615,14247.97301,32.127,NA,170.5795455,7.25867697,NA,76,19.21972397,252.891104868421,1.369943643,1.072694774,1.006255104,0.238531569,0.09803371,0.494562008,0.225915263,1.170470926,0.042255495,0.500676695,0.559182956
"18","ATG",2010,"Antigua and Barbuda","High income",-7.840594744,1231261603,14367.9515,26.238,NA,194.7613636,7.100180874,NA,88,21.86865848,248.507482727273,0.927869084,1.506111692,0.96088611,0.417488857,0.152642029,0.372272167,0.279474869,1.477430886,0.043649908,0.264088915,0.51618161
"19","ATG",2015,"Antigua and Barbuda","High income",3.825293099,1336692593,14861.88271,25,NA,204.4113636,8.063664311,NA,94,24.06529868,256.013815744681,0.547917076,1.430320718,1.366814535,0.433922895,0.158541858,0.099118921,0.323686097,1.611195817,0.034549957,0.503894758,0.254662959
"20","ATG",2019,"Antigua and Barbuda","High income",4.862236166,1630215842,17697.23115,24.506,NA,209.3568182,9.428821112,NA,97,25.70414722,264.991208453608,0.488156653,1.581366076,1.396133647,0.44396501,0.175237912,0.109075656,0.386170135,1.894488757,0.032756235,0.402083744,0.266751448
"21","ARG",2000,"Argentina","Upper-middle income",-0.788998939,3.95646e+11,10672.72204,89.142,NA,13.54584334,9.7419049,15,36871,10822.08253,293.512042797863,582.1922882,940.7637389,565.5399216,254.9844652,61.86223135,266.1720927,396.2292646,255.0487476,33.36413835,356.5282966,97.08612339
"22","ARG",2010,"Argentina","Upper-middle income",10.12539816,5.52738e+11,13551.33919,90.849,NA,14.90430155,10.51373739,7.710000038,40896,11472.27578,280.523175371674,436.4601347,904.7404622,463.8384969,412.1003982,56.17996447,317.4377938,466.6090218,268.1388545,21.98516738,332.9185483,83.02695196
"23","ARG",2015,"Argentina","Upper-middle income",2.731159828,5.94749e+11,13789.06042,91.503,3.99,15.76063274,11.11248057,7.524000168,43075,11847.84973,275.051647823564,396.8672623,808.7501378,478.4925551,506.1050083,51.38445301,364.3244736,437.0605263,308.3746593,24.17517596,302.0948544,94.38785755
"24","ARG",2019,"Argentina","Upper-middle income",-2.000861003,5.71451e+11,12716.2242,91.991,4.0685,16.42082662,11.60059823,9.840000153,44781,12251.86273,273.595112436078,376.3496207,820.5289215,474.2147259,641.5909734,52.46862061,379.25717,444.3432737,353.3890432,24.7924014,252.2503731,88.27659725
"25","ARM",2000,"Armenia","Upper-middle income",5.900000003,3959424831,1249.612148,64.666,2.7007,111.2933966,9.079039496,11.05500031,3070,968.1407725,315.355300488599,53.29932389,170.7659746,72.09686,29.38252222,9.467994729,32.7553312,24.46900072,41.68431376,7.874429423,23.16694255,0.563749284
"26","ARM",2010,"Armenia","Upper-middle income",2.2,8513508876,2889.56627,63.44,2.8419,103.4876361,10.38571181,10.54199982,2877,959.7303262,333.587183246437,37.78854214,164.0250985,61.42175587,19.10374789,6.319187744,27.28112427,21.53305443,44.10740942,6.782443094,25.62424278,1.462131419
"27","ARM",2015,"Armenia","Upper-middle income",3.199999999,10553337673,3666.141876,63.085,2.9143,101.1097647,10.65592948,12.17700005,2926,920.9205967,314.737046035543,32.25766689,152.3514302,48.79481853,17.29403899,6.019836167,25.18265181,23.35892628,42.55086882,2.643900476,24.26537567,3.403041724
"28","ARM",2019,"Armenia","Upper-middle income",7.599999999,12867495686,4561.967866,63.219,NA,99.07277836,12.02424377,12.19999981,2958,863.7947275,292.019853786342,26.13472524,157.7028651,43.38613497,23.18426947,5.967241346,28.58735274,17.85989708,35.19579641,1.883447949,18.50360585,2.987875296
"29","AUS",2000,"Australia","High income",3.901171371,8.73304e+11,45893.81175,84.235,2.4944,2.476966794,12.36854599,6.28000021,18991,4849.787246,255.372926438839,92.04773169,454.0995184,189.5188481,39.27697082,9.627453966,117.8204813,152.3564782,118.233894,1.354322989,64.3409704,7.393335886
"30","AUS",2010,"Australia","High income",2.20656631,1.18108e+12,53607.98476,85.182,3.3429,2.867858584,13.56620937,5.210000038,22155,5378.531191,242.768277634845,94.10268208,358.5165787,171.4784945,33.8487714,12.20263399,94.21121574,159.3887301,150.388689,1.465104338,66.08722925,3.759353739
"31","AUS",2015,"Australia","High income",2.152735906,1.35062e+12,56710.44572,85.701,3.4886,3.100112596,14.92486651,6.050000191,23932,5820.355813,243.203903267591,82.27440503,339.2270786,169.0119533,44.35668268,16.49564192,80.44846104,186.4603868,184.6093049,1.302992459,57.89829376,2.969802779
"32","AUS",2019,"Australia","High income",2.171396224,1.49178e+12,58870.02169,86.124,3.8503,3.294351419,15.93194154,5.159999847,25203,6101.178941,242.08145621553,84.11698062,316.6073336,168.0378849,53.20007141,17.24552385,79.58892937,203.442882,195.5224152,1.323378535,61.6542373,3.060143199
"33","AUT",2000,"Austria","High income",3.375722147,3.11192e+11,38842.89052,60.213,3.8492,97.08635482,15.41303315,4.690000057,8069,2410.826293,298.776340686578,24.80003198,350.812534,139.2874171,21.45577172,4.776540888,60.05023353,73.79744292,51.60469465,2.227639545,24.41698981,3.096042238
"34","AUT",2010,"Austria","High income",1.837093677,3.62424e+11,43334.50896,57.399,4.8016,101.3500242,17.635641,4.820000172,8410,2407.141905,286.223769916766,27.93421455,260.6922526,92.52714107,14.36232123,5.92786175,34.30884451,71.78810433,79.25180839,1.224353722,23.18545438,3.036284435
"35","AUT",2015,"Austria","High income",1.014501586,3.81971e+11,44195.81759,57.715,5.1035,104.7345977,18.44460597,5.71999979,8679,2496.71909,287.673590275377,24.86709968,256.8386926,92.44835581,13.93933878,6.545929961,29.3441529,80.1134752,88.96329142,1.449086795,22.1370947,2.95066123
"36","AUT",2019,"Austria","High income",1.517388583,4.14222e+11,46647.08096,58.515,5.2734,107.6093068,18.93011208,4.489999771,8955,2517.451144,281.122405806812,23.57649493,236.3473418,85.74968242,19.34800907,7.581569471,26.6683381,85.8032207,86.19942773,1.050996443,25.68315036,2.726505648
"37","AZE",2000,"Azerbaijan","Upper-middle income",11.09999914,11918018066,1480.756662,51.386,3.5743,97.43477998,5.518887684,11.77999973,8123,3077.295711,378.837339775945,373.1141372,476.9734541,168.0548691,238.4909463,136.0057734,43.77991369,41.85150802,60.92076324,91.81719446,81.18126271,7.109654324
"38","AZE",2010,"Azerbaijan","Upper-middle income",5.048944513,47218530748,5215.020915,53.406,3.6629,109.5423442,5.575042877,5.630000114,9032,2971.598035,329.007754096546,252.8170275,534.4075847,257.4072867,129.8748485,53.55966417,61.73161085,39.66124568,83.33506555,48.89136374,74.04476422,27.63690357
"39","AZE",2015,"Azerbaijan","Upper-middle income",1.093975916,53074370486,5500.310382,54.714,3.3731,116.7310768,5.487966722,4.960000038,9623,3045.816602,316.514247324119,207.7988847,601.8621614,264.6357797,92.88961548,48.04567772,59.45875825,44.80150547,99.87876215,35.2644929,70.34023267,23.63137178
"40","AZE",2019,"Azerbaijan","Upper-middle income",2.500000067,53612524596,5348.265267,56.031,3.1678,121.2800711,6.241042855,4.849999905,10048,3093.152371,307.837616540605,153.2747835,651.2382053,273.5301294,80.64325793,39.34201247,45.37243984,49.16664072,115.8649243,36.44737794,55.34160889,18.1610959
"41","BHS",2000,"Bahamas","High income",4.149234046,10668196406,32823.80576,82.007,NA,32.46893107,5.017014652,7.196000099,298,92.96830359,311.974173120805,3.590286033,4.650778824,3.03097487,2.895175684,0.47002419,4.57528263,0.477747823,3.650824392,0.287769847,1.629811046,20.58176506
"42","BHS",2010,"Bahamas","High income",1.538385972,11446022283,30664.02592,82.427,NA,37.28991009,6.192669153,14.3210001,355,104.4931707,294.34695971831,3.704810067,6.235472815,4.542274461,2.964173632,0.542468925,2.923848324,0.702292423,5.26172143,0.138884309,1.296548737,7.910948313
"43","BHS",2015,"Bahamas","High income",0.996800846,11861900000,30206.24043,82.746,NA,39.23046953,7.029456516,12,374,114.9751132,307.420088770053,3.528478672,6.800110886,4.81521711,2.640445519,0.821541814,2.173360763,0.783033971,5.986351686,0.106748049,1.8235868,10.48272009
"44","BHS",2019,"Bahamas","High income",1.896163703,12574766786,31082.8061,83.132,NA,40.41528472,7.967851255,10.05099964,389,124.2140341,319.316283033419,3.427932851,8.13549057,5.691584987,2.916142204,0.784933819,2.116651469,0.910896731,7.1564331,0.055300942,1.493027959,6.927960432
"45","BHR",2000,"Bahrain","High income",5.300070056,15447922938,21713.53805,88.372,1.0202,1002.030986,2.463447477,1.116999984,665,147.7304783,222.15109518797,6.908941488,18.63961122,4.775298303,1.353815213,1.355589669,5.1797155,2.780470324,8.225510586,0.979966276,7.724585647,0.259088599
"46","BHR",2010,"Bahrain","High income",4.334299173,26036230938,21452.92152,88.634,0.9493,1592.709974,2.135510028,1.129999995,1241,222.2230818,179.067753263497,7.828844015,18.20464794,6.376889026,2.939540837,2.059436705,8.824901606,3.384914734,18.00891272,0.658022729,7.232020973,0.271974718
"47","BHR",2015,"Bahrain","High income",2.485378558,31050638298,22795.44886,88.999,0.9257,1750.825193,2.77309561,1.197000027,1372,243.9320281,177.793023396501,9.705423353,18.85643609,6.834019948,2.178915283,2.386917904,7.150421558,3.210604437,23.14357555,0.494554812,6.817080532,0.312744009
"48","BHR",2019,"Bahrain","High income",2.166964669,34985245170,23414.21907,89.394,NA,1908.286079,2.948188933,1.180999994,1641,301.6507651,183.821307190737,10.40792408,26.3265109,8.953888627,2.696681249,2.946412239,6.442091739,4.120808876,30.16264909,0.572378929,6.61643733,0.265697967
"49","BGD",2000,"Bangladesh","Lower-middle income",5.293294719,83463813144,646.0381127,23.59,NA,992.4969425,3.760924123,3.269999981,127658,57654.81625,451.634964122891,11522.99258,1340.196025,2154.648904,5398.568889,4653.168359,1136.392465,1062.788924,641.7272056,4554.728169,1361.724359,2.008873292
"50","BGD",2010,"Bangladesh","Lower-middle income",5.571788188,1.43578e+11,967.5616037,30.462,0.3635,1139.979558,4.446822447,3.380000114,147575,46784.95438,317.024932271726,7030.411104,2067.759979,2853.89334,2419.343998,2244.881801,1699.236611,1117.583588,869.1131772,3813.294807,1209.915684,15.91893733
"51","BGD",2015,"Bangladesh","Lower-middle income",6.552639879,1.95079e+11,1236.00506,34.308,0.4858,1212.491357,4.807338607,4.370999813,156256,42852.0095,274.242329894532,5682.550762,2159.738029,2629.731132,1710.485484,1662.901789,1659.904913,1032.280481,911.2856759,3159.684791,1087.669407,22.94653689
"52","BGD",2019,"Bangladesh","Lower-middle income",7.881915151,2.57869e+11,1557.965291,37.405,0.6367,1271.538926,5.443869725,4.381999969,163046,43331.63138,265.763228659397,4809.600475,2549.891137,2922.677932,1255.338396,1521.42619,1732.543632,1226.8283,1095.197497,1853.646878,971.7808196,29.73709337
"53","BRB",2000,"Barbados","High income",4.447189623,4419258745,16698.06105,33.827,1.3444,615.4813953,11.20393566,9.350000381,272,85.21862903,313.303783198529,4.428359751,6.144191023,4.250495324,1.657516759,0.452194522,2.375185315,1.310284748,5.281734153,0.025928731,0.736144641,7.415210216
"54","BRB",2010,"Barbados","High income",-2.365164703,4735405354,17237.77116,31.87,NA,638.8627907,11.77182566,10.68999958,282,89.18535706,316.26013141844,3.502686973,5.161861987,4.832258393,2.306525785,0.621134804,1.593960982,1.161465107,5.97278547,0.038791874,1.280900143,2.348452483
"55","BRB",2015,"Barbados","High income",2.472619872,4724691200,16990.21947,31.249,NA,646.7046512,13.03459758,9.800000191,285,92.54969385,324.735767894737,3.109689914,5.193424299,5.465180993,2.544186828,0.659775915,2.296105299,1.069732021,6.570134937,0.054805035,1.558661774,1.684964089
"56","BRB",2019,"Barbados","High income",-0.131147253,4810171059,17168.14569,31.158,NA,651.5813953,14.62401782,8.409999847,287,98.71208807,343.944557735192,2.704210457,5.901945775,6.131700098,2.832636318,0.754627385,1.569681945,1.220757346,7.435219229,0.05384365,1.34227351,1.302252497
"57","BLR",2000,"Belarus","Upper-middle income",5.80000344,26115771070,2616.912993,69.973,3.2998,49.19747791,13.87561964,12.25399971,9872,4511.715479,457.021422102917,51.45727974,1020.51766,446.8967164,54.32699762,14.4672702,130.3470762,111.965968,51.5648181,41.3253771,43.57405132,2.020486765
"58","BLR",2010,"Belarus","Upper-middle income",7.798266823,53317530167,5621.937175,74.672,NA,46.74096855,14.32513443,6.256999969,9421,4336.861084,460.339781764144,29.25737083,1104.82693,394.2953005,45.03094379,12.99118542,138.2167216,62.10062805,45.43592363,43.76227934,28.64319355,10.02767176
"59","BLR",2015,"Belarus","Upper-middle income",-3.829570558,56454734397,5967.052204,77.181,5.1905,46.61133719,14.98590965,5.837999821,9439,3680.791749,389.955689056044,30.06641818,932.5336776,324.0597593,30.33823103,13.20552165,78.02159686,49.72505333,42.35387796,21.95648279,23.71915788,11.53960678
"60","BLR",2019,"Belarus","Upper-middle income",1.4,59013474193,6264.860965,79.044,4.5382,46.41075062,16.21575049,4.159999847,9452,3555.613935,376.175828925095,26.93050181,894.8378694,318.3571699,28.41749168,13.52948558,62.60618214,51.98916487,45.3050222,13.67846133,21.34532912,9.548260472
"61","BEL",2000,"Belgium","High income",3.716679384,3.65711e+11,35674.79125,97.129,2.8204,338.5485469,16.80178248,6.590000153,10282,3228.790178,314.023553588796,33.9688283,329.0954668,151.9467507,64.83476188,11.30272824,100.5776351,135.4843453,70.96315927,2.774452449,29.32552936,3.777402114
"62","BEL",2010,"Belgium","High income",2.864292708,4.33404e+11,39777.92528,97.651,2.9085,359.8278071,17.20317801,8.289999962,10939,3276.497258,299.524385958497,34.75033412,256.7704457,125.4392172,55.43049162,17.04729397,55.50255997,139.0261983,84.19896681,1.372554543,28.82860748,4.162555045
"63","BEL",2015,"Belgium","High income",2.041459009,4.62336e+11,41008.29672,97.876,3.0138,372.3314399,18.21216417,8.479999542,11288,3270.012575,289.689278437279,33.71282689,222.9485771,116.41846,62.19710822,17.96911581,45.2248685,142.1420203,86.96675764,1.395187561,25.05246346,3.020178596
"64","BEL",2019,"Belgium","High income",2.24085824,4.95158e+11,43098.48472,98.041,3.1495,379.4247028,19.01177683,5.360000134,11539,3278.38042,284.113044457925,31.01326796,210.5368149,112.899235,62.86993083,16.78813169,40.26781349,141.6182564,97.21994142,1.157041295,25.211246,3.274655966
"65","BLZ",2000,"Belize","Upper-middle income",13.00578035,1368809615,5693.741485,45.398,1.015,10.53950022,3.943329201,10.86900043,247,69.81920703,282.66885437247,6.723557865,3.784898636,2.273813335,3.000807987,1.092790877,4.487578737,0.645096852,2.711770112,0.379574803,2.967245055,3.620116984
"66","BLZ",2010,"Belize","Upper-middle income",1.25634857,1894428507,5881.382237,45.228,NA,14.1212626,3.980515761,8.244000435,322,82.57917847,256.457075993789,5.572443885,3.166710766,2.279182084,2.380351215,1.242896287,2.941068634,0.834336686,3.894293984,0.610126083,3.470123518,5.746015181
"67","BLZ",2015,"Belize","Upper-middle income",3.367633302,2210500000,6142.478833,45.406,NA,15.7768961,4.273892589,7.579999924,361,92.09956299,255.123443185596,6.621648641,3.418224525,2.493640035,2.183146832,0.869554204,5.544651792,0.999743996,4.37014525,0.398249575,2.574730539,7.781929088
"68","BLZ",2019,"Belize","Upper-middle income",4.502046385,2298519910,5907.348872,45.866,NA,17.05808856,4.661715005,9.050000191,390,100.1847333,256.883931538462,5.54980637,4.198918846,3.035895627,2.421710854,0.94195073,5.325709704,1.181775892,5.424812505,0.386842663,2.26505347,6.411360411
"69","BEN",2000,"Benin","Lower-middle income",5.857714205,6219354273,888.7301846,38.333,NA,62.06121852,3.281784012,0.842999995,6866,5780.649234,841.923861637052,936.760861,81.11001392,114.3791564,665.1070938,580.5743225,130.5640612,27.2324905,40.69997671,69.18685038,133.2471825,171.8422599
"70","BEN",2010,"Benin","Lower-middle income",2.114064726,9094481754,962.8161095,43.093,0.0558,83.76826889,3.180766887,1.039999962,9199,6127.493617,666.104317534515,1043.250464,101.1655414,135.1256967,693.0210322,534.4670681,171.9870238,36.04919872,57.73139021,62.21992246,177.3297446,151.3619349
"71","BEN",2015,"Benin","Lower-middle income",1.77815106,11388160997,1041.652523,45.695,NA,96.95621674,3.09177896,2.023000002,10576,6339.676125,599.439875661876,1103.6399,118.4381031,152.9906639,671.7107163,553.2441296,191.0476053,40.32742838,67.10705835,60.43900621,212.4446286,161.1852181
"72","BEN",2019,"Benin","Lower-middle income",6.865687336,14179807375,1153.72621,47.861,0.0647,108.9964881,3.090360283,1.465999961,11801,6425.752063,544.509114736039,1105.559466,128.6236465,162.5250969,635.8110688,476.8714895,206.6443929,44.37748289,75.40822245,57.56466845,213.1619126,133.3554707
"73","BTN",2000,"Bhutan","Lower-middle income",3.355068285,655103454.7,1115.626099,25.418,NA,14.75394472,3.965381884,1.625,591,264.9558359,448.317827241963,40.84839798,8.844921967,5.914463493,27.2672618,23.42819949,5.548969812,6.886946617,2.595520593,8.913966144,7.791764291,1.178744142
"74","BTN",2010,"Bhutan","Lower-middle income",11.945896,1532318166,2171.91129,34.793,NA,18.50922161,5.141764934,3.319999933,686,209.1210957,304.841247376093,24.35472908,10.75450758,6.133589088,11.55315511,10.86681068,6.759211034,8.372914716,3.865830021,8.953370992,5.76403829,4.150249003
"75","BTN",2015,"Bhutan","Lower-middle income",6.642232105,2003598213,2695.638773,38.678,0.3448,19.49980324,5.675766945,2.450000048,728,208.7569634,286.754070604396,20.82069349,12.53366666,6.809628963,7.885563908,8.605189789,7.65850474,9.597699763,4.944730768,7.273547355,5.252472539,4.322166013
"76","BTN",2019,"Bhutan","Lower-middle income",5.755169993,2470944512,3219.643671,41.612,0.46,20.12215522,5.950089842,2.720000029,763,214.5614951,281.20772621232,18.57305556,14.20133052,7.445569197,7.079223701,7.606864264,8.46432868,10.60094484,5.913158182,7.541978733,4.780210002,2.887971712
"77","BOL",2000,"Bolivia (Plurinational State of)","Lower-middle income",2.507810809,17334777868,2017.394606,61.787,NA,7.931926521,5.092837418,2.372999907,8418,3875.250102,460.352827512473,604.4110304,120.2820803,118.082797,419.554313,276.029641,72.87260243,41.4760209,76.9923438,142.1445951,167.5873265,80.64083685
"78","BOL",2010,"Bolivia (Plurinational State of)","Lower-middle income",4.126722591,25266542217,2471.47363,66.43,0.4385,9.437154989,4.800039752,2.614000082,10049,3359.400531,334.301973430192,413.4818169,139.4988241,121.0449736,245.1095022,95.50624438,89.99818964,48.5006116,101.582305,84.74781763,132.6597446,65.30492176
"79","BOL",2015,"Bolivia (Plurinational State of)","Lower-middle income",4.8571873,33000198248,2975.648811,68.393,NA,10.23731653,4.87590019,3.109999895,10870,3361.866758,309.279370561178,335.6139531,169.4902856,139.9718809,200.1909746,72.66555237,99.1434352,56.15407147,125.5973203,74.56395135,114.9026224,23.52162749
"80","BOL",2019,"Bolivia (Plurinational State of)","Lower-middle income",2.216705778,38193230058,3242.948843,69.773,NA,10.87170221,4.986119713,3.680000067,11513,3467.746367,301.202672370364,289.5106345,191.5215142,149.6399769,192.3466313,62.69605573,112.1789743,62.33339215,144.6390004,68.16927536,102.1287901,10.88987945
"81","BIH",2000,"Bosnia and Herzegovina","Upper-middle income",12.76546946,10676369152,2554.552539,42.384,1.4547,81.62792969,11.34541256,26.18899918,3751,1098.084173,292.744380965076,26.05905786,153.9562173,117.9282713,12.00886429,8.391193075,41.78357629,26.10535072,39.19140569,5.282063096,15.30864701,0.151854453
"82","BIH",2010,"Bosnia and Herzegovina","Upper-middle income",0.86566926,15169747094,3980.42425,45.558,1.7987,74.4353125,14.20251907,27.30999947,3705,1194.738527,322.46653900135,18.6324615,154.9246026,151.7224495,8.674322922,6.867038122,35.98207014,28.69497547,76.34321302,4.971442278,10.85963331,0.00883069
"83","BIH",2015,"Bosnia and Herzegovina","Upper-middle income",3.089162709,16211541593,4599.901029,47.173,2.1616,68.83445313,15.27490095,27.69000053,3429,1133.692294,330.618925051035,15.87638882,148.0594129,136.2752725,8.0643741,5.980910209,32.20814035,26.23518681,78.56593536,3.308736751,9.015616032,0.011359531
"84","BIH",2019,"Bosnia and Herzegovina","Upper-middle income",2.831001308,18404449050,5476.355762,48.626,NA,65.63888672,17.23088995,15.68999958,3301,1151.767357,348.914679491063,13.84847763,155.3699952,139.8949778,8.290155518,5.641797154,28.46940391,26.75739796,82.98044576,2.545311979,7.862523918,0.013011822
"85","BWA",2000,"Botswana","Upper-middle income",1.987695751,8491772942,4917.108685,53.219,0.3037,3.04728001,3.249594886,15.88000011,1643,1611.136409,980.606457090688,27.31411717,35.04424207,41.34134353,81.82315472,51.99472152,31.82515013,13.97561358,25.32047673,38.86100937,8.304298486,826.7954856
"86","BWA",2010,"Botswana","Upper-middle income",10.12220912,11353886712,5428.15993,62.412,0.4122,3.690759268,3.156672593,17.86000061,1987,1122.474107,564.908961751384,49.72130837,36.11776636,37.16676131,67.90497018,32.18399676,28.90716788,12.85170746,30.04547804,31.48972378,13.12724351,401.0598936
"87","BWA",2015,"Botswana","Upper-middle income",-4.850991817,13530738158,5869.732943,67.155,NA,4.067494221,3.203883095,19.29899979,2121,1081.418525,509.862576614804,85.09513761,39.58261237,39.35538874,70.36188586,34.5801368,31.65154251,14.0507705,36.38702589,28.79893726,24.57175452,287.2690026
"88","BWA",2019,"Botswana","Upper-middle income",3.032598741,16211710502,6485.457267,70.172,NA,4.410745858,3.467354002,20.09000015,2304,1111.500379,482.422039496528,88.96496958,40.97685347,40.54205032,70.9453974,33.12339243,35.83403431,15.07159889,39.74587089,35.19152778,27.11688735,275.4186086
"89","BRA",2000,"Brazil","Upper-middle income",4.387949447,1.18642e+12,6745.865881,81.192,NA,21.04220796,5.503783071,10.52999973,174790,55378.36788,316.828010069226,5300.558574,2999.914102,2630.243766,2073.139924,1161.996982,2023.746892,1008.263872,1391.798692,424.3469644,1817.592137,747.7250502
"90","BRA",2010,"Brazil","Upper-middle income",7.528225818,1.70315e+12,8673.908812,84.335,NA,23.49248661,6.907883767,8.034000397,195714,56886.19088,290.659793780721,2985.560411,3301.089129,2655.444697,1550.280518,496.420446,2669.921558,1046.504786,1938.392227,311.9370607,1297.927364,742.6259186
"91","BRA",2015,"Brazil","Upper-middle income",-3.545763393,1.80221e+12,8783.225984,85.77,NA,24.54950563,7.906244416,8.56000042,204472,59992.80606,293.403527426738,2618.724049,3519.860838,2597.762342,1776.723066,436.4069826,2408.346293,1148.431565,2199.480607,292.0692875,1244.972597,739.1746583
"92","BRA",2019,"Brazil","Upper-middle income",1.220777824,1.81969e+12,8592.221538,86.824,2.3106,25.33851766,8.995409204,12.05000019,211050,62240.15538,294.907156503198,2300.086764,3692.816228,2686.725713,1895.025215,454.6351006,1936.84172,1245.717538,2455.225443,268.3922917,1158.761346,670.8883966
"93","BRN",2000,"Brunei Darussalam","High income",2.849421858,11348838216,33986.08738,71.164,1.0084,63.36356736,2.864253062,5.597000122,333,64.62871533,194.080226216216,2.678185546,4.297731974,2.967215489,1.635244628,0.127077486,3.662703942,1.127544046,3.63844263,0.456236785,3.558087736,0.042539187
